"Name","Photo","Business","Event","Year","Short Description","Long Description","Website","Email","Phone","ID","Created Date","Updated Date","Owner","Alumni-40u40-Niagara 40u40 Ni... (Year)","Alumni-40u40-Niagara 40... (Year, Name)"
"Samantha Forbes","wix:image://v1/a3583a_b9a781c8d2c841faac2ea071b64d8d98~mv2.png/Samantha%20Forbes.png#originWidth=1620&originHeight=1620"," Birchway Niagara  ","40u40",2024,,,,,,"437ba67c-08ee-4b8e-b64c-643dbb9a3800",2023-06-05T21:30:28Z,2024-06-11T21:42:15Z,"8fde9584-3c6a-4a1a-a5f0-764aa9503d82","/alumni/40u40/niagara/2024","/alumni/40u40/niagara/2024/samantha-forbes"
"David Green","wix:image://v1/5dfc93_e6dae2f8ebfb4c9789ba7583c12abb66~mv2.jpg/DavidGreen_edited.jpg#originWidth=765&originHeight=640","Garden City Comedy Festival","40u40 Niagara",2022,,,,,,"443a2d98-73fd-40f2-a993-dd31afe23241",2023-02-25T17:11:37Z,2023-03-02T22:44:25Z,"5dfc93e7-5f10-4575-a46e-706b5ed8fe52","/alumni/40u40/niagara/2022","/alumni/40u40/niagara/2022/david-green"
"Carlos Fernandez","wix:image://v1/5dfc93_94a0d443fa2a441e8745ebf3792cdcfc~mv2.jpg/FernandezCarlos.jpg#originWidth=1500&originHeight=2100","Modern Time Group Inc","40u40 Niagara",2014,,,,,,"4464b80c-3d19-4534-b9ab-be25aaa07168",2023-02-25T20:43:24Z,2023-03-03T12:01:00Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2014","/alumni/40u40/niagara/2014/carlos-fernandez"
"Ashley Gibson","wix:image://v1/5dfc93_c5d31118ea9d45408b809c24da0e08aa~mv2.jpg/Gibson-Ashley_edited.jpg#originWidth=1548&originHeight=1741","Gibson & Reitboeck LLP","40u40 Niagara",2013,,,,,,"451b0cdd-4932-4c42-823b-e89f9446cd21",2023-02-25T20:43:24Z,2023-03-04T01:03:06Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2013","/alumni/40u40/niagara/2013/ashley-gibson"
"Julie Mannell ","wix:image://v1/8fde95_6e8c8b5e5c1d4f57b75dfe4469ab35ac~mv2.jpg/Julie%20Mannell%20Headshot_edited.jpg#originWidth=1357&originHeight=1274","Julie Mannel Author","40u40 Niagara",2023,,,,,,"45337893-2e74-41f0-ba19-e53a8da6a5ed",2024-06-11T21:57:34Z,2024-06-11T22:00:18Z,"a3583ac7-0c32-4751-bbf4-ab157b07101d","/alumni/40u40/niagara/2023","/alumni/40u40/niagara/2023/julie-mannell-"
"Gavin Duncan",,"BarterPay","40u40 Niagara",2007,,,,,,"454f093b-f962-4efd-b82b-94442d0a1b62",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2007","/alumni/40u40/niagara/2007/gavin-duncan"
"Grace Howes","wix:image://v1/8fde95_6c472e6507234695a2efa624d45ddf90~mv2.jpg/Grace%20Howes-%20Headshot_edited.jpg#originWidth=1747&originHeight=1833","St.Catherines Public Library","40u40 Niagara",2023,,,,,,"45c1b337-ffdc-4a82-9dec-56ae0a90d15e",2024-06-11T21:57:34Z,2024-06-11T22:00:18Z,"a3583ac7-0c32-4751-bbf4-ab157b07101d","/alumni/40u40/niagara/2023","/alumni/40u40/niagara/2023/grace-howes"
"Mike Elcich",,"Tech Centre of America (US)","40u40 Niagara",2007,,,,,,"45ebc9f3-d9ef-4b7f-914a-9c5e64e638cd",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2007","/alumni/40u40/niagara/2007/mike-elcich"
"Darryl Andree",,"BAMKO","40u40 Niagara",2008,,,,,,"46490b8d-8c30-493a-b930-1b61aeceeb27",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2008","/alumni/40u40/niagara/2008/darryl-andree"
"Chevonn Cook","wix:image://v1/5dfc93_bc84c735e588428a9eeb44b8df70bed4~mv2.png/ChevonnCook.tif#originWidth=2048&originHeight=1536",,"40u40 Niagara",2012,,,,,,"4649478e-5ac7-45a1-a353-fe90cd85924e",2023-02-25T20:43:24Z,2023-03-03T02:55:35Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2012","/alumni/40u40/niagara/2012/chevonn-cook"
"Wes Keller","wix:image://v1/a3583a_c9cd42692fbf4172a34239b9cb9c2e5d~mv2.png/Wes%20Keller.png#originWidth=1620&originHeight=1620","Black Frame Cinema Inc. ","40u40",2024,,,,,,"480dd2ef-ba17-41aa-bb18-ed035a529937",2023-06-05T20:57:31Z,2024-06-11T21:42:15Z,"8fde9584-3c6a-4a1a-a5f0-764aa9503d82","/alumni/40u40/niagara/2024","/alumni/40u40/niagara/2024/wes-keller"
"Thomas Weller ",,"Weller Photography","40u40 Niagara",2011,,,,,,"48aeeb3c-88ec-495b-a62a-74e8081d8442",2023-02-25T20:43:24Z,2023-02-25T20:43:24Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2011","/alumni/40u40/niagara/2011/thomas-weller-"
"Craig Riesebosch",,"Selfemploeyd","40u40 Niagara",2006,,,,,,"48bc9311-249d-4f2e-92d5-71e0c4ccca14",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2006","/alumni/40u40/niagara/2006/craig-riesebosch"
"Tayler Book","wix:image://v1/a3583a_ee22e7fb47cf4fadbcaf8f7c300bbfde~mv2.png/Tayler%20Book.png#originWidth=1620&originHeight=1620","Beechwood Doughnuts","40u40",2024,,,,,,"48f223d0-1d0b-4ce0-8549-6011edb6ae24",2023-06-05T21:47:13Z,2024-06-11T21:42:15Z,"8fde9584-3c6a-4a1a-a5f0-764aa9503d82","/alumni/40u40/niagara/2024","/alumni/40u40/niagara/2024/tayler-book"
"Anna Williamson",,,"40u40 Niagara",2005,,,,,,"494cd50a-d5e8-4fa2-a08a-481dbb4e36dd",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2005","/alumni/40u40/niagara/2005/anna-williamson"
"John Garry","wix:image://v1/5dfc93_ff906783b6ba42f281bab38b964b3b1d~mv2.jpg/John%20Garry%20head%20shot_edited.jpg#originWidth=1005&originHeight=996","Ophardt Hygine Technologies INC.","40u40 Niagara",2019,,,,,,"4961249e-7e75-42f5-b569-1f3c72f50c1a",2023-02-25T20:43:26Z,2023-03-04T00:19:49Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2019","/alumni/40u40/niagara/2019/john-garry"
"Louise Foster",,"Foster Controls Inc. (UNSURE IF SAME PERSON!)","40u40 Niagara",2010,,,,,,"4a118be6-c8a5-42bf-9eca-9f6f4c5ad446",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2010","/alumni/40u40/niagara/2010/louise-foster"
"Kithio Mwanzia",,"SONAMI Ontario","40u40 Niagara",2009,,,,,,"4a72b10e-8c87-47f1-bafd-e042742f57e7",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2009","/alumni/40u40/niagara/2009/kithio-mwanzia"
"Meaghan Erb","wix:image://v1/5dfc93_130e206d443e442fb9954874d5228ece~mv2.jpg/Meaghan%20Erb_edited.jpg#originWidth=490&originHeight=572","Bethesda","40u40 Niagara",2020,,,,,,"4aa58287-0a64-4850-9e16-deace1b504e7",2023-02-25T20:43:26Z,2023-03-04T00:05:07Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2020","/alumni/40u40/niagara/2020/meaghan-erb"
"Dave Rotella",,"Danima Technologies","40u40 Niagara",2004,,,,,,"4b5059a5-4e3d-442e-b128-ea4ec2a60565",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2004","/alumni/40u40/niagara/2004/dave-rotella"
"Leah Cochrane",,"Cooperators","40u40 Niagara",2008,,,,,,"4b92dd23-1cb9-46fa-add8-a873b1bf0fdd",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2008","/alumni/40u40/niagara/2008/leah-cochrane"
"Tiffany Richardson",,"NA","40u40 Niagara",2010,,,,,,"4b971b7b-8129-46b8-ab50-bdcfcecb5d34",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2010","/alumni/40u40/niagara/2010/tiffany-richardson"
"Greg Brunet","wix:image://v1/8fde95_996bfa04d71a4cc9a629e5cfdf9fa92c~mv2.jpg/Greg%20Brunet-Headshot_edited.jpg#originWidth=878&originHeight=839","Niagara Outdoor Landscaping Inc.","40u40 Niagara",2023,,,,,,"4b983029-953f-4253-b134-e9c6d942067f",2024-06-11T21:57:34Z,2024-06-11T22:00:18Z,"a3583ac7-0c32-4751-bbf4-ab157b07101d","/alumni/40u40/niagara/2023","/alumni/40u40/niagara/2023/greg-brunet"
"Phil Kirwin",,"Chimp Agency","40u40 Niagara",2009,,,,,,"4bd96756-443b-4151-b8e6-bc3e761f9ba8",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2009","/alumni/40u40/niagara/2009/phil-kirwin"
"Ian Hill",,"0","40u40 Niagara",2011,,,,,,"4be4995c-de85-4802-a77b-1869dddb8b97",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2011","/alumni/40u40/niagara/2011/ian-hill"
"Ernie Bagnulo","wix:image://v1/5dfc93_7b88f62a9984456a96c5aeff0162d37d~mv2.jpg/Bagnulo-Ernie.jpg#originWidth=1819&originHeight=1586","WIN Health & Rehab","40u40 Niagara",2013,,,,,,"4c2b0012-44f6-4d32-8d47-437615e2086a",2023-02-25T20:43:24Z,2023-03-03T00:41:34Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2013","/alumni/40u40/niagara/2013/ernie-bagnulo"
"Stephen DeSantis","wix:image://v1/5dfc93_f2a37f39f360432caf2f9ba0cbd41083~mv2.png/steve.png#originWidth=388&originHeight=463","Provincial Construction (Niagara Falls) Ltd.","40u40 Niagara",2022,,,,,,"4c3c6dd8-cbee-4090-9722-49b6688e34a1",2023-02-25T17:11:37Z,2023-03-03T23:48:42Z,"5dfc93e7-5f10-4575-a46e-706b5ed8fe52","/alumni/40u40/niagara/2022","/alumni/40u40/niagara/2022/stephen-desantis"
"Shari Sekel","wix:image://v1/5dfc93_5ccf3b04115a4605a689023eeed52737~mv2.jpg/Sekel-Shari.jpg#originWidth=1632&originHeight=1632","PenFinancial Credit Union","40u40 Niagara",2013,,,,,,"4cae8559-6a60-4212-9fc4-c3dede22a183",2023-02-25T20:43:24Z,2023-03-03T01:05:55Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2013","/alumni/40u40/niagara/2013/shari-sekel"
"Carlene Prohaszka","wix:image://v1/5dfc93_7775bfb856474689acf0c4db0cf08fdc~mv2.jpg/CarleneProhaszka_edited.jpg#originWidth=2356&originHeight=2745","Alison's Sports Awards & Promotions","40u40 Niagara",2012,,,,,,"4da90e45-0a24-40ff-9d21-eb707ff48e88",2023-02-25T20:43:24Z,2023-03-04T00:53:39Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2012","/alumni/40u40/niagara/2012/carlene-prohaszka"
"Andrea Bone",,"Just Junk","40u40 Niagara",2004,,,,,,"4db51a62-6bae-4fbb-8728-40c720a12ccd",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2004","/alumni/40u40/niagara/2004/andrea-bone"
"Jeff Letvenuk","wix:image://v1/5dfc93_66f0f519b2954c559b21c2808715a017~mv2.jpg/Letvenuk-Jeff_edited_edited.jpg#originWidth=1996&originHeight=2133","Pillitteri Estates Winery","40u40 Niagara",2016,,,,,,"4e0e82d0-cf27-4258-95d9-dbaa14dab9a1",2023-02-25T20:43:25Z,2023-03-03T19:10:42Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2016","/alumni/40u40/niagara/2016/jeff-letvenuk"
"Briar Krieger","wix:image://v1/5dfc93_dbd2cda0fbc14c63a57dca558a2dc928~mv2.png/KriegerBriar.tif#originWidth=1214&originHeight=1619","Owner 8 week Challenge","40u40 Niagara",2015,,,,,,"4ea2560a-f780-4c20-a0d4-68a6a1f36015",2023-02-25T20:43:25Z,2023-03-03T12:27:55Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2015","/alumni/40u40/niagara/2015/briar-krieger"
"Paul Lizak",,"RDW","40u40 Niagara",2010,,,,,,"4fe5e5ce-6c56-48e3-9748-6f1c8711716c",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2010","/alumni/40u40/niagara/2010/paul-lizak"
"Alicia Tymoszewicz","wix:image://v1/5dfc93_ab3bb8780fe04b159760b172af81a337~mv2.png/TymoszewiczAlicia.tif#originWidth=1214&originHeight=1619","Niagara College","40u40 Niagara",2015,,,,,,"507a383c-37d5-48f9-a5bc-3df538a27073",2023-02-25T20:43:25Z,2023-03-03T12:25:39Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2015","/alumni/40u40/niagara/2015/alicia-tymoszewicz"
"Rana Matukaitis","wix:image://v1/5dfc93_621b6aea809347c786994e7569288447~mv2.jpg/Matukaitis-Rana_edited.jpg#originWidth=1711&originHeight=1653","Pita Pit  ","40u40 Niagara",2017,,,,,,"50becce2-0b76-4334-b505-3d372ea89ef4",2023-02-25T20:43:25Z,2023-03-04T01:15:36Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2017","/alumni/40u40/niagara/2017/rana-matukaitis"
"Donna Herrington",,"The Herrington Group","40u40 Niagara",2004,,,,,,"5158b7f8-a261-43c3-bcf6-d43f3974e1b1",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2004","/alumni/40u40/niagara/2004/donna-herrington"
"Erica Walters","wix:image://v1/5dfc93_8ea5b29083bc4fa28eefdbbe710fc21d~mv2.jpg/Walters-Erica_edited.jpg#originWidth=678&originHeight=794","Queens University","40u40 Niagara",2013,,,,,,"518a50e6-4e66-46d0-b085-425e5a044528",2023-02-25T20:43:24Z,2023-03-04T01:05:35Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2013","/alumni/40u40/niagara/2013/erica-walters"
"Dr.Jillian Hartman-Grelowski","wix:image://v1/5dfc93_7c57f3e006b64cf289ed360ba064ce8e~mv2.jpg/GrelowskiDrJillianHartman.jpg#originWidth=1500&originHeight=2100","Fort Erie Health","40u40 Niagara",2014,,,,,,"51e96b4c-658a-4c7d-bd8c-347dd2d9e7c9",2023-02-25T20:43:24Z,2023-03-03T12:12:58Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2014","/alumni/40u40/niagara/2014/dr.jillian-hartman-grelowski"
"Roseanne Trivieri",,"Chown","40u40 Niagara",2006,,,,,,"521e244c-352d-4754-b559-716047b8c725",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2006","/alumni/40u40/niagara/2006/roseanne-trivieri"
"Chelsea D'Amico","wix:image://v1/5dfc93_9c32f01f70034047aac60080764820c5~mv2.png/Chelsea%20D_amico.png#originWidth=838&originHeight=844","Meridian Credit Union","40u40 Niagara",2020,,,,,,"525d906c-b591-4105-be02-152d7a8d929a",2023-02-25T20:43:26Z,2023-03-03T18:37:50Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2020","/alumni/40u40/niagara/2020/chelsea-d'amico"
"Jim Spitali","wix:image://v1/5dfc93_1781294c69a5495886dc4f10fe34b8dc~mv2.jpg/SpitaliJim.jpg#originWidth=1500&originHeight=2100","Sagen","40u40 Niagara",2014,,,,,,"52788765-171b-4c34-8853-761e57e675e4",2023-02-25T20:43:24Z,2023-03-03T12:05:16Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2014","/alumni/40u40/niagara/2014/jim-spitali"
"Civita Gauley","wix:image://v1/5dfc93_3ec54ddc02544d0296cb163986eec398~mv2.jpg/Gauley-Vita_edited.jpg#originWidth=1745&originHeight=1526","LCW Lawyers","40u40 Niagara",2013,,,,,,"527ccb63-feb5-4883-9130-4be44d6ed8ad",2023-02-25T20:43:24Z,2023-03-03T14:52:39Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2013","/alumni/40u40/niagara/2013/civita-gauley"
"Isabell Camillo","wix:image://v1/5dfc93_d5657112ec3b46d2bfc390a0f775e95e~mv2.png/Isabell-C-Camillo.tif#originWidth=1286&originHeight=1922","Brock University","40u40 Niagara",2012,,,,,,"528cb410-c6ed-4890-8228-49aa3a6052ed",2023-02-25T20:43:24Z,2023-03-03T03:08:32Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2012","/alumni/40u40/niagara/2012/isabell-camillo"
"Sami El-Farram",,"Total Mortgage 360","40u40 Niagara",2007,,,,,,"52e0e8d1-5fc4-4f20-9b51-b64cf5286b6b",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2007","/alumni/40u40/niagara/2007/sami-el-farram"
"Clayton Letourneau","wix:image://v1/5dfc93_383b386d71f14dfab0f322252be77da1~mv2.png/Clayton%20Letourneau.png#originWidth=718&originHeight=716","Custom Sign Lab","40u40 Niagara",2021,,,,,,"53b53550-5cae-4cbb-a6fb-2767bace9401",2023-02-25T17:11:37Z,2023-03-03T16:44:09Z,"5dfc93e7-5f10-4575-a46e-706b5ed8fe52","/alumni/40u40/niagara/2021","/alumni/40u40/niagara/2021/clayton-letourneau"
"Costa Nassar",,"Consulting Services","40u40 Niagara",2007,,,,,,"53d1a552-96fd-45c7-9284-213ada0fc5af",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2007","/alumni/40u40/niagara/2007/costa-nassar"
"Gianna Dritsacos","wix:image://v1/5dfc93_f4e7f9e7e2884c36ac243adfa27de314~mv2.jpg/Dritsacos-Gianna_edited.jpg#originWidth=235&originHeight=279","Royal Oak Community School","40u40 Niagara",2016,,,,,,"54103cfe-bf15-480a-9d8f-0d922fef9bcb",2023-02-25T20:43:25Z,2023-03-03T19:08:41Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2016","/alumni/40u40/niagara/2016/gianna-dritsacos"
"Sarah Randall","wix:image://v1/5dfc93_234fad82e1264d93948d0afbc51885ff~mv2.jpg/Randall-Sarah.jpg#originWidth=1536&originHeight=1835","Royal LePage NRC Real Estate","40u40 Niagara",2016,,,,,,"546e72ee-0aeb-46c0-b8bf-b7512f252777",2023-02-25T20:43:25Z,2023-03-03T13:19:26Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2016","/alumni/40u40/niagara/2016/sarah-randall"
"Adrian Nitsopoulos",,"Heart of Niagara Hotels","40u40 Niagara",2008,,,,,,"54900b7b-5e8e-4e31-b674-310b9dd371da",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2008","/alumni/40u40/niagara/2008/adrian-nitsopoulos"
"Debbie Bronzi",,"First Data","40u40 Niagara",2006,,,,,,"55588a53-7879-41bc-8949-a85837826489",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2006","/alumni/40u40/niagara/2006/debbie-bronzi"
"Claudia Valle",,"Summit Team Building","40u40 Niagara",2007,,,,,,"55fca9f1-a439-4240-863d-38fde8447ca2",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2007","/alumni/40u40/niagara/2007/claudia-valle"
"Roseann Comrie",,,"40u40 Niagara",2007,,,,,,"565053ce-8386-4e6e-8309-2765b8a603ff",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2007","/alumni/40u40/niagara/2007/roseann-comrie"
"Carlie Smith  ","wix:image://v1/5dfc93_e7b1b2bb812046aa97a659359a58e419~mv2.png/Carlie%20Smith.png#originWidth=726&originHeight=716","Royal LePage NRC Realty & Twee Rozen Farms","40u40 Niagara",2021,,,,,,"57132dc4-c991-4cef-9437-622e59037a10",2023-02-25T17:11:37Z,2023-03-03T16:43:50Z,"5dfc93e7-5f10-4575-a46e-706b5ed8fe52","/alumni/40u40/niagara/2021","/alumni/40u40/niagara/2021/carlie-smith--"
"Mark Hardwick","wix:image://v1/5dfc93_14bd8ef4a3f74d81af30e8c8b372116b~mv2.jpg/HardwickMark.jpg#originWidth=1500&originHeight=2100","Exelby Inc ","40u40 Niagara",2014,,,,,,"572842ff-f5a7-4867-b18d-06741a4d16a0",2023-02-25T20:43:24Z,2023-03-03T12:08:05Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2014","/alumni/40u40/niagara/2014/mark-hardwick"
"Wes Wolfe","wix:image://v1/5dfc93_c572fb977fe24d8a977839a2c4ec0101~mv2.png/Wes%20Wolfe.png#originWidth=718&originHeight=720","Cobourg Cougars","40u40 Niagara",2021,,,,,,"575b91a4-242a-45c3-8ff9-a6bf10345916",2023-02-25T17:11:37Z,2023-03-03T16:50:03Z,"5dfc93e7-5f10-4575-a46e-706b5ed8fe52","/alumni/40u40/niagara/2021","/alumni/40u40/niagara/2021/wes-wolfe"
"Jeff Chesebrough",,"Innovate Niagara","40u40 Niagara",2005,,,,,,"57a770f9-43f3-4f07-8977-e59d1c8f757a",2023-02-25T20:43:21Z,2023-02-25T20:43:21Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2005","/alumni/40u40/niagara/2005/jeff-chesebrough"
"Josh Knoester","wix:image://v1/5dfc93_e3c9208cfcab4fe09003f802f17b112c~mv2.jpg/JoshK_edited_edited.jpg#originWidth=998&originHeight=1036","Canadian Elite Basketball League","40u40 Niagara",2019,,,,,,"57b343a0-f088-43aa-91ff-94dc1e42c781",2023-02-25T20:43:26Z,2023-03-04T00:21:29Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2019","/alumni/40u40/niagara/2019/josh-knoester"
"Emily Allan Dakin","wix:image://v1/5dfc93_75d251438f4d4bdf8c09b6670370b9f0~mv2.jpg/Emily%20Allan%20Dakin%20-%20Headshot.JPG#originWidth=6000&originHeight=4000","Brock University","40u40 Niagara",2019,,,,,,"57d18505-1f30-4803-9a22-a91afc4983b6",2023-02-25T20:43:26Z,2023-03-02T11:45:19Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2019","/alumni/40u40/niagara/2019/emily-allan-dakin"
"Paul Lalama",,"Re/Max Garden City Realty","40u40 Niagara",2009,,,,,,"583598f0-7807-45dc-8a75-904163aee363",2023-02-25T20:43:23Z,2023-02-25T20:43:23Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2009","/alumni/40u40/niagara/2009/paul-lalama"
"Carolyn Teutenberg","wix:image://v1/5dfc93_1c8e2faca0d64d7491f7a7595e4313e7~mv2.jpg/Caroline%20Teutenberg.jpg#originWidth=2242&originHeight=2006","Durward Jones Barkwell & Company LLP",,2018,,,,,,"58640026-4c87-4fa5-acdd-118719e53d59",2023-06-06T17:23:26Z,2023-06-07T17:01:05Z,"8fde9584-3c6a-4a1a-a5f0-764aa9503d82","/alumni/40u40/niagara/2018","/alumni/40u40/niagara/2018/carolyn-teutenberg"
"Dina Senior","wix:image://v1/a3583a_709482c90364427793d79eb3ff293875~mv2.png/Dina%20Senior.png#originWidth=1620&originHeight=1620","Improv Niagara ","40u40",2024,,,,,,"59530afc-45e1-4206-82f0-349f8ec32e28",2023-06-05T21:44:17Z,2024-06-11T21:42:15Z,"8fde9584-3c6a-4a1a-a5f0-764aa9503d82","/alumni/40u40/niagara/2024","/alumni/40u40/niagara/2024/dina-senior"
"Kris Sweet","wix:image://v1/5dfc93_186a285eff2c4daea2e4990c9c580426~mv2.jpg/SweetKris.jpg#originWidth=1500&originHeight=2100","Niagara Grape and Wine Festival","40u40 Niagara",2014,,,,,,"5a36ff8b-80e6-4d18-aba4-7bcd52b14fed",2023-02-25T20:43:24Z,2023-03-03T12:07:19Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2014","/alumni/40u40/niagara/2014/kris-sweet"
"Ashley Brown","wix:image://v1/5dfc93_aa01b83be88b4263bcacfea5888ab308~mv2.jpg/Brown-Ashley.jpg#originWidth=853&originHeight=1280","SHE Enterprise","40u40 Niagara",2017,,,,,,"5a8e5251-db1f-40be-8e44-94fa4a372fe4",2023-02-25T20:43:25Z,2023-03-03T13:34:53Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2017","/alumni/40u40/niagara/2017/ashley-brown"
"Dino Fazio",,"Fazio & Associates","40u40 Niagara",2005,,,,,,"5abd2fd7-21f2-46fe-95e9-79d3fe894a03",2023-02-25T20:43:22Z,2023-02-25T20:43:22Z,"d98df47f-365b-4f0a-8a2d-49570b86f8c3","/alumni/40u40/niagara/2005","/alumni/40u40/niagara/2005/dino-fazio"
"Arienne Good","wix:image://v1/8fde95_daa4f8d4637b4056bbc8e27b2dd1dbdd~mv2.jpg/Arienne%20Good-Headshot_edited.jpg#originWidth=1067&originHeight=939","YMCA Niagara Region","40u40 Niagara",2023,,,,,,"5bf89955-0aae-49e0-bedc-a0c00d268a38",2024-06-11T21:57:34Z,2024-06-11T22:00:18Z,"a3583ac7-0c32-4751-bbf4-ab157b07101d","/alumni/40u40/niagara/2023","/alumni/40u40/niagara/2023/arienne-good"
"Jeremy Delacruz","wix:image://v1/8fde95_5aad89414d87466d802712504739a54b~mv2.jpg/Jeremy%20Delacruz-Headshot_edited.jpg#originWidth=2000&originHeight=1873","CAA Niagara","40u40 Niagara",2023,,,,,,"5c3c6696-916b-4bb2-92aa-1867b12cd9f5",2024-06-11T21:57:34Z,2024-06-11T22:00:18Z,"a3583ac7-0c32-4751-bbf4-ab157b07101d","/alumni/40u40/niagara/2023","/alumni/40u40/niagara/2023/jeremy-delacruz"
